objectid,parentid,title,architect,extension_architect,architect_url,donor,date_built,date_began,date_completed,status,date_demolished,area,current_use,description,campus,address,longitude,latitude,identifier,source,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,hidden
cb006_08,cb006,Library & Nobbs' extension from campus,,,,,,,,,,,,,,,,,PL032160,,Image;StillImage,image/jpg,,,,image,/objects/cb006_08.jpg,/objects/small/cb006_08_sm.jpg,/objects/thumbs/cb006_08_th.jpg,
cb006_09,cb006,Sketch of Library (1952 extension) & Hall,,,,,,,,,,,,,,,,,PL032183,,Image;StillImage,image/jpg,,,,image,/objects/cb006_09.jpg,/objects/small/cb006_09_sm.jpg,/objects/thumbs/cb006_09_th.jpg,
cb006_10,cb006,Redpath Library before McLennan was built,,,,,,,,,,,,,,,,,PR020337,,Image;StillImage,image/jpg,,,,image,/objects/cb006_10.jpg,/objects/small/cb006_10_sm.jpg,/objects/thumbs/cb006_10_th.jpg,
cb006_11,cb006,Redpath Library from McTavish,,,,,,,,,,,,,,,,,,ICC,Image;StillImage,image/jpg,,,,image,/objects/cb006_11.jpg,/objects/cb006_11.jpg,/objects/cb006_11.jpg,
cb006_12,cb006,Tower entrance,,,,,,,,,,,,,,,,,PR037373,,Image;StillImage,image/jpg,,,,image,/objects/cb006_12.jpg,/objects/small/cb006_12_sm.jpg,/objects/thumbs/cb006_12_th.jpg,
cb006_13,cb006,Students' reading room,,,,,,,,,,,,,,,,,PL032185,,Image;StillImage,image/jpg,,,,image,/objects/cb006_13.jpg,/objects/cb006_13.jpg,/objects/cb006_13.jpg,
cb006_14,cb006,"Redpath Library interior, fireplace with motto",,,,,,,,,,,,,,,,,PR037385,,Image;StillImage,image/jpg,,,,image,/objects/cb006_14.jpg,/objects/small/cb006_14_sm.jpg,/objects/thumbs/cb006_14_th.jpg,
cb006_15,cb006,Redpath Library 5 lancet window and reading room,,,,,,,,,,,,,,,,,PR037383,,Image;StillImage,image/jpg,,,,image,/objects/cb006_15.jpg,/objects/small/cb006_15_sm.jpg,/objects/thumbs/cb006_15_th.jpg,
cb006_16,cb006,Redpath Library lancet,,,,,,,,,,,,,,,,,,ICC,Image;StillImage,image/jpg,,,,image,/objects/cb006_16.jpg,/objects/cb006_16.jpg,/objects/cb006_16.jpg,
cb006_17,cb006,St. Mark,,,,,,,,,,,,,,,,,PR033884,,Image;StillImage,image/jpg,,,,image,/objects/cb006_17.jpg,/objects/small/cb006_17_sm.jpg,/objects/thumbs/cb006_17_th.jpg,
cb006_18,cb006,Details of swan and dolphin - Nobbs' extension,,,,,,,,,,,,,,,,,PR000709,,Image;StillImage,image/jpg,,,,image,/objects/cb006_18.jpg,/objects/small/cb006_18_sm.jpg,/objects/thumbs/cb006_18_th.jpg,
cb006_19,cb006,Redpath Library from South (1924) - Nobbs' extension,,,,,,,,,,,,,,,,,PR037380,,Image;StillImage,image/jpg,,,,image,/objects/cb006_19.jpg,/objects/small/cb006_19_sm.jpg,/objects/thumbs/cb006_19_th.jpg,
cb006_20,cb006,Redpath Library exension under construction (1951),,,,,,,,,,,,,,,,,PS005218,,Image;StillImage,image/jpg,,,,image,/objects/cb006_20.jpg,/objects/cb006_20.jpg,/objects/cb006_20.jpg,
cb006_21,cb006,Interior of Redpath Library 1952 extension,,,,,,,,,,,,,,,,,PR038012,,Image;StillImage,image/jpg,,,,image,/objects/cb006_21.jpg,/objects/small/cb006_21_sm.jpg,/objects/thumbs/cb006_21_th.jpg,
cb006_22,cb006,Redpath Library interior (1950s),,,,,,,,,,,,,,,,,PS001691,,Image;StillImage,image/jpg,,,,image,/objects/cb006_22.jpg,/objects/cb006_22.jpg,/objects/thumbs/cb006_22_th.jpg,
cb006_23,cb006,Redpath Library in winter,,,,,,,,,,,,,,,,,PS034646,,Image;StillImage,image/jpg,,,,image,/objects/cb006_23.jpg,/objects/small/cb006_23_sm.jpg,/objects/thumbs/cb006_23_th.jpg,
